2025-08-27T13:08:31-06:00 [INFO] sfc_api_production | Fetching minute data at 13:08:31 for 27-Aug-2025 13:07
2025-08-28T20:13:09-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=11": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T20:14:02-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=12 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=12": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=14.0341ms
2025-08-28T20:14:02-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=12": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T20:14:04-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=12 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=12": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=232.2µs
2025-08-28T20:14:04-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=12": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T20:14:12-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=12 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=12": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=9.3864ms
2025-08-28T20:14:12-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=12": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T20:15:02-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=13 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=13": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=10.0654ms
2025-08-28T20:15:02-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=13": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T20:15:04-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=13 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=13": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=457.8µs
2025-08-28T20:15:04-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=13": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T20:15:11-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=13 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=13": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=9.8853ms
2025-08-28T20:15:11-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=13": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T20:16:02-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=14 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=14": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=11.3684ms
2025-08-28T20:16:02-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=14": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T20:16:06-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=14 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=14": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=0s
2025-08-28T20:16:06-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=14": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T20:16:11-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=14 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=14": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=10.3857ms
2025-08-28T20:16:11-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=14": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T20:17:02-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=15 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=15": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=10.8198ms
2025-08-28T20:17:02-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=15": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T20:17:06-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=15 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=15": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=7.4129ms
2025-08-28T20:17:06-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=15": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T20:17:12-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=15 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=15": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=9.5226ms
2025-08-28T20:17:12-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=15": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T20:18:02-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=16 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=16": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=10.9945ms
2025-08-28T20:18:02-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=16": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T20:18:06-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=16 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=16": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=7.0496ms
2025-08-28T20:18:06-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=16": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T20:18:13-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=16 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=16": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=9.8426ms
2025-08-28T20:18:13-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=16": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T20:19:02-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=17 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=17": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=10.8017ms
2025-08-28T20:19:02-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=17": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T20:19:06-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=17 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=17": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=0s
2025-08-28T20:19:06-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=17": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T20:19:12-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=17 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=17": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=15.1994ms
2025-08-28T20:19:12-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=17": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T20:20:02-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=18 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=18": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=10.645ms
2025-08-28T20:20:02-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=18": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T20:20:05-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=18 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=18": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=0s
2025-08-28T20:20:05-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=18": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T20:20:12-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=18 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=18": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=9.4914ms
2025-08-28T20:20:12-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=18": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T20:21:02-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=19 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=19": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=14.3566ms
2025-08-28T20:21:02-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=19": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T20:21:06-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=19 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=19": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=488.7µs
2025-08-28T20:21:06-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=19": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T20:21:12-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=19 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=19": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=10.276ms
2025-08-28T20:21:12-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=19": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T20:22:02-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=20 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=20": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=20.3612ms
2025-08-28T20:22:02-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=20": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T20:22:05-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=20 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=20": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=241.5µs
2025-08-28T20:22:05-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=20": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T20:22:11-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=20 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=20": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=9.1989ms
2025-08-28T20:22:11-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=20": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T20:23:02-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=21 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=21": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=14.7825ms
2025-08-28T20:23:02-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=21": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T20:23:06-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=21 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=21": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=1.0084ms
2025-08-28T20:23:06-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=21": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T20:23:10-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=21 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=21": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=23.3397ms
2025-08-28T20:23:10-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=21": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T20:24:02-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=22 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=22": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=13.3885ms
2025-08-28T20:24:02-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=22": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T20:24:06-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=22 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=22": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=492.9µs
2025-08-28T20:24:06-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=22": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T20:24:11-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=22 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=22": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=10.9245ms
2025-08-28T20:24:11-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=22": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T20:25:02-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=23 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=23": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=9.6558ms
2025-08-28T20:25:02-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=23": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T20:25:05-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=23 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=23": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=0s
2025-08-28T20:25:05-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=23": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T20:25:12-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=23 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=23": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=18.9403ms
2025-08-28T20:25:12-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=23": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T20:26:02-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=24 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=24": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=10.3864ms
2025-08-28T20:26:02-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=24": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T20:26:05-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=24 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=24": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=0s
2025-08-28T20:26:05-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=24": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T20:26:11-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=24 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=24": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=9.3069ms
2025-08-28T20:26:11-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=24": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T20:27:02-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=25 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=25": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=9.9824ms
2025-08-28T20:27:02-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=25": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T20:27:04-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=25 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=25": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=0s
2025-08-28T20:27:04-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=25": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T20:27:10-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=25 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=25": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=10.1964ms
2025-08-28T20:27:10-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=25": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T20:28:02-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=26 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=26": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=12.0001ms
2025-08-28T20:28:02-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=26": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T20:28:06-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=26 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=20&minute=26": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=0s
